Unnamed: 0,Num.,Height（ um）,Roughness （nm）,Length,Wideth,Adhesion (pN),Elastic modulus,Aspect Ratio,Unnamed: 9,Unnamed: 10
,,2.465,164.3,74.75,24.65,663.4,8.063,3.03245436105477,,
,,2.451,151.7,73.12,23.44,666.1,7.934,3.11945392491468,,
,,2.43,159.6,74.41,23.81,673.3,8.043,3.12515749685006,,
,,2.384,217.8,75.87,23.92,665.0,7.937,3.17182274247492,,
,,2.29,183.0,75.18,24.53,660.5,7.746,3.06481858948227,,
,,2.249,203.5,73.69,23.34,659.6,7.784,3.15724078834619,,
,,2.218,106.6,74.53,25.11,658.7,7.764,2.96814018319395,,
,,2.249,227.0,73.24,23.69,660.1,7.334,3.09159983115238,,
,,2.352,257.1,74.06,24.84,662.4,6.892,2.98148148148148,,
,,2.408,214.9,73.79,25.77,668.4,7.334,2.86340706247575,,
,,2.43,206.6,75.38,24.38,671.1,7.646,3.09187858900738,,
,,2.451,164.0,75.51,24.14,665.9,7.937,3.12800331400166,,
,,2.465,207.4,74.93,24.26,658.9,8.147,3.08862324814509,,
,40,2.769,234.1,98.45,17.45,664.0,5.375,5.64183381088825,,
,,2.73,241.2,99.62,17.62,662.5,6.057,5.65380249716232,,
,,2.579,200.3,98.91,17.91,661.2,6.353,5.52261306532663,,
,,2.795,225.6,99.73,18.73,659.1,6.302,5.32461292044848,,
,,2.816,199.5,98.58,17.58,663.4,6.591,5.60750853242321,,
,,2.676,248.5,99.89,16.29,665.9,6.835,6.13198281154082,,
,,2.834,241.2,98.33,19.76,672.6,6.353,4.97621457489879,,
,,2.803,230.6,100.8,18.65,680.7,6.919,5.40482573726542,,
,,2.831,210.8,98.12,17.44,682.0,7.009,5.62614678899083,,
,,2.823,241.0,99.41,18.81,681.6,6.483,5.2849548112706,,
,,2.795,259.8,98.87,18.92,689.0,6.346,5.22568710359408,,
,,2.824,237.8,99.18,18.53,688.2,5.292,5.35240151106314,,
,,2.768,243.8,98.69,17.34,685.9,6.078,5.69146482122261,,
,,2.785,224.0,99.53,17.11,682.9,6.082,5.81706604324956,,
,,2.795,194.4,98.24,17.69,677.1,6.919,5.55342001130582,,
,,2.652,200.3,99.06,18.84,669.7,7.109,5.25796178343949,,
,,2.496,203.9,98.79,17.77,683.6,7.043,5.55936972425436,,
,,2.237,197.8,99.34,19.38,664.5,7.187,5.12590299277606,,
,,2.579,199.3,98.51,17.14,665.9,7.043,5.74737456242707,,
,,2.732,200.0,99.68,18.26,685.7,6.996,5.45892661555312,,
,41,1.905,219.3,81.27,25.27,613.1,5.906,3.21606648199446,,
,,1.954,209.0,82.45,26.45,611.8,5.92,3.117202268431,,
,,1.953,196.4,81.91,25.91,623.7,6.125,3.16132767271324,,
,,1.95,195.0,82.73,26.78,619.7,6.169,3.08924570575056,,
,,1.952,187.4,81.58,26.62,609.8,6.125,3.06461307287754,,
,,1.821,196.8,83.29,26.17,610.2,6.551,3.18265189147879,,
,,1.895,219.3,81.76,26.34,611.8,6.51,3.10402429764617,,
,,1.929,227.8,82.65,25.85,609.9,6.593,3.1972920696325,,
,,1.946,217.3,84.44,26.01,609.4,6.297,3.24644367550942,,
,,1.789,206.8,83.81,25.49,610.2,6.665,3.28795606120047,,
,,1.832,222.4,81.92,26.66,610.9,6.111,3.07276819204801,,
,,1.664,228.0,82.53,26.13,614.9,5.861,3.15843857634902,,
,,1.715,191.3,81.34,26.58,612.4,6.073,3.0601956358164,,
,,1.642,184.5,82.11,25.74,612.7,5.963,3.18997668997669,,
,,1.715,177.1,81.69,26.02,610.5,6.148,3.13950807071483,,
,,1.667,184.3,82.84,25.93,611.5,6.374,3.1947551099113,,
,,1.629,193.6,81.77,26.12,612.6,6.219,3.13055130168453,,
,,1.597,209.0,82.38,27.38,614.9,6.477,3.00876552227904,,
,,1.604,227.8,81.14,26.81,612.4,6.2,3.02648265572548,,
,,1.597,238.3,84.26,26.57,610.9,6.248,3.17124576590139,,
,42,1.95,166.3,105.2,37.29,664.8,16.31,2.82113167068919,,
,,1.924,164.2,106.3,38.12,665.7,16.55,2.78856243441763,,
,,1.905,185.6,107.4,37.85,664.5,16.87,2.83751651254954,,
,,1.953,170.6,106.1,37.47,663.3,16.05,2.83159861222311,,
,,1.954,170.0,107.7,37.69,663.7,16.62,2.85752188909525,,
,,1.924,174.4,105.9,38.33,665.9,17.81,2.76284894338638,,
,,1.821,192.6,107.3,37.54,666.9,17.93,2.85828449653703,,
,,1.886,193.3,106.7,38.17,669.6,16.55,2.79538904899135,,
,,1.859,174.4,105.6,38.91,672.3,15.85,2.71395528141866,,
,,1.851,190.5,107.8,38.68,670.0,16.31,2.78697001034126,,
,,1.877,170.0,106.4,37.77,668.9,16.96,2.81705056923484,,
,,1.895,164.2,105.3,38.56,665.0,17.01,2.7308091286307,,
,,1.896,170.6,107.6,37.62,664.5,16.89,2.8601807549176,,
,,1.941,193.1,105.5,38.72,661.7,16.71,2.72469008264463,,
,,1.954,174.3,107.0,37.34,662.1,17.17,2.86555972147831,,
,,1.822,205.7,106.8,38.04,664.7,16.42,2.80757097791798,,
,,1.858,208.6,105.8,37.53,663.7,16.83,2.81907807087663,,
,,1.836,201.1,107.1,39.61,664.5,16.66,2.70386266094421,,
,,1.873,187.3,106.5,37.42,662.6,16.26,2.84607161945484,,
,,1.905,171.4,105.4,38.29,660.7,16.51,2.7526769391486,,
,43,2.341,172.77,97.41,25.61,603.0,5.656,3.80359234673955,,
,,2.301,162.6,98.62,25.72,605.6,5.252,3.8343701399689,,
,,2.297,189.9,97.85,25.91,607.7,5.062,3.77653415669626,,
,,2.334,159.3,98.73,24.41,615.3,5.48,4.04465383039738,,
,,2.376,157.22,97.59,25.89,604.1,5.075,3.7694090382387,,
,,2.376,162.26,98.91,26.84,603.0,5.294,3.68517138599106,,
,,2.367,160.43,97.67,25.55,601.4,5.099,3.82270058708415,,
,,2.307,165.96,99.11,25.99,600.8,5.285,3.81338976529434,,
,,2.139,160.44,97.24,25.29,599.0,5.756,3.84499802293397,,
,,2.127,160.77,98.44,26.18,605.6,5.327,3.76012223071047,,
,,2.089,161.97,97.92,25.75,609.7,5.085,3.80271844660194,,
,,2.237,151.22,98.57,26.67,606.7,5.361,3.69591301087364,,
,,2.315,165.27,97.73,25.93,609.2,5.543,3.76899344388739,,
,,2.237,185.6,97.29,26.36,610.6,5.718,3.69081942336874,,
,,2.128,173.18,97.53,25.42,605.2,5.924,3.83674272226593,,
,,2.202,180.5,98.81,26.51,607.0,5.846,3.72727272727273,,
,,2.33,158.16,99.38,24.8,600.6,5.886,4.00725806451613,,
,,2.312,162.26,98.15,26.59,606.3,5.925,3.69123730725837,,
,,2.286,166.0,97.88,25.67,603.5,5.935,3.81301129723412,,
,,2.285,163.81,98.03,26.28,611.1,5.26,3.73021308980213,,
,44,2.036,207.05,90.12,31.17,652.7,14.87,2.89124157844081,,
,,2.045,217.65,91.45,30.38,650.1,14.84,3.01020408163265,,
,,2.065,232.9,89.87,30.74,651.7,15.48,2.92355237475602,,
,,2.078,228.6,91.68,31.81,654.1,15.65,2.8821125432254,,
,,2.072,218.78,90.23,30.91,651.8,15.55,2.91912002588159,,
,,2.061,217.03,91.91,31.12,653.4,16.19,2.95340616966581,,
,,2.047,207.04,90.34,31.66,654.4,15.16,2.85344283006949,,
,,2.023,226.2,91.76,30.13,654.9,14.84,3.04546963159642,,
,,1.998,217.03,91.58,30.49,652.9,14.83,3.0036077402427,,
,,2.071,228.0,91.04,31.45,654.2,14.53,2.89475357710652,,
,,2.063,226.4,90.81,30.93,654.4,14.11,2.93598448108632,,
,,2.067,254.1,92.29,30.62,654.9,15.2,3.01404310907903,,
,,2.011,233.9,90.66,31.34,655.7,14.05,2.89278876834716,,
,,2.019,222.3,92.15,30.85,651.7,14.55,2.9870340356564,,
,,1.995,222.1,90.93,31.02,650.2,14.23,2.93133462282398,,
,,2.042,232.9,91.47,31.58,652.1,15.7,2.89645345155161,,
,,2.065,259.0,90.59,30.57,655.7,15.21,2.9633627739614,,
,,2.074,237.0,91.25,30.27,656.2,15.82,3.01453584407004,,
,,2.078,217.65,89.88,31.01,655.2,14.78,2.89841986455982,,
,,2.073,210.97,91.36,31.78,655.0,14.25,2.87476400251731,,
,45,1.901,259.5,81.23,35.12,614.0,5.871,2.3129271070615,,
,,1.902,276.4,82.45,39.9,613.6,5.681,2.06641604010025,,
,,1.902,238.9,81.91,36.45,616.0,5.781,2.24718792866941,,
,,1.924,230.6,82.73,39.6,615.7,5.727,2.08914141414141,,
,,1.935,289.4,82.58,37.09,623.8,5.19,2.22647613912106,,
,,1.929,264.3,82.65,38.14,626.1,5.069,2.16701625589932,,
,,1.901,251.0,81.76,38.76,623.0,5.417,2.109391124871,,
,,1.891,289.0,82.53,40.03,617.1,5.575,2.06170372220834,,
,,1.938,280.6,81.44,39.33,618.9,5.645,2.07068395626748,,
,,1.935,276.1,82.11,36.92,612.9,5.995,2.22399783315276,,
,,1.932,195.7,83.92,40.21,613.7,5.768,2.08704302412335,,
,,1.862,224.2,82.84,34.99,612.5,5.989,2.36753358102315,,
,,1.784,269.9,83.34,41.57,612.8,6.084,2.0048111618956,,
,,1.862,280.6,82.38,35.67,614.0,6.606,2.30950378469302,,
,,1.916,240.7,81.69,36.81,613.6,6.809,2.21923390383048,,
,,1.932,289.0,82.26,41.18,618.9,7.063,1.99757163671685,,
,,1.891,295.2,81.77,37.28,621.3,7.207,2.19340128755365,,
,,1.872,199.7,83.29,37.47,618.8,7.054,2.22284494262076,,
,,1.902,201.9,82.14,38.5,623.9,6.916,2.13350649350649,,
,,1.888,260.5,80.81,40.64,615.1,7.168,1.98843503937008,,
,46,2.762,160.6,78.12,16.12,641.3,5.341,4.84615384615385,,
,,2.769,145.0,78.34,17.02,640.5,5.453,4.60282021151586,,
,,2.789,141.2,78.56,18.12,641.6,5.444,4.3355408388521,,
,,2.779,138.6,78.78,19.0,643.1,5.383,4.14631578947368,,
,,2.804,138.2,78.9,16.34,640.6,5.453,4.82864137086903,,
,,2.769,156.3,79.02,17.14,639.4,5.439,4.61026837806301,,
,,2.439,145.7,79.14,18.24,639.5,5.369,4.33881578947368,,
,,2.697,145.0,79.26,19.1,643.2,5.227,4.14973821989529,,
,,2.619,154.0,79.38,16.56,643.1,5.11,4.79347826086957,,
,,2.721,160.7,79.5,17.26,641.6,5.115,4.60602549246813,,
,,2.715,163.0,79.62,18.36,643.2,5.218,4.33660130718954,,
,,2.662,163.6,79.74,19.2,645.1,5.14,4.153125,,
,,2.678,160.6,79.86,16.78,652.3,5.129,4.75923718712753,,
,,2.719,168.6,79.98,17.38,645.7,5.035,4.60184119677791,,
,,2.697,157.7,80.0,18.48,641.6,5.128,4.32900432900433,,
,,2.629,163.0,78.22,19.3,641.3,5.297,4.05284974093264,,
,,2.761,143.2,78.44,16.97,639.4,5.006,4.62227460223925,,
,,2.352,138.6,78.66,17.55,638.5,5.116,4.48205128205128,,
,,2.429,142.2,78.88,18.68,637.6,5.264,4.22269807280514,,
,,2.195,136.8,79.1,19.4,639.2,5.362,4.07731958762887,,
,47,3.146,194.1,97.12,51.12,557.7,7.429,1.89984350547731,,
,,3.185,187.2,98.45,52.5,554.9,7.056,1.8752380952381,,
,,3.17,217.7,99.03,53.36,557.6,7.605,1.85588455772114,,
,,3.187,201.8,97.56,51.9,554.9,7.277,1.87976878612717,,
,,3.1,217.9,98.22,52.62,556.7,7.129,1.86659064994299,,
,,3.185,200.9,99.78,51.12,558.1,7.775,1.9518779342723,,
,,3.121,187.2,98.89,51.56,555.0,7.179,1.91795965865012,,
,,3.112,193.8,98.67,52.14,551.4,7.348,1.89240506329114,,
,,3.001,202.7,99.34,53.48,560.0,7.386,1.85751682872102,,
,,3.095,218.3,98.23,51.34,557.1,7.485,1.91332294507207,,
,,3.185,206.0,98.56,51.74,555.8,7.563,1.90490916119057,,
,,3.24,209.5,99.12,53.6,557.9,7.589,1.84925373134328,,
,,3.238,219.4,98.65,51.78,557.5,7.504,1.90517574353032,,
,,3.229,209.5,98.34,52.26,558.3,7.132,1.88174512055109,,
,,3.185,207.5,99.45,53.24,556.3,6.798,1.86795642374155,,
,,3.146,193.8,97.78,51.02,553.1,7.429,1.91650333202666,,
,,3.123,204.2,97.89,51.38,552.4,7.146,1.90521603736863,,
,,2.849,217.3,99.67,53.72,549.6,6.996,1.85536113179449,,
,,3.062,217.9,97.34,51.34,553.3,6.712,1.89598753408648,,
,,2.867,238.2,97.03,53.02,560.7,7.305,1.83006412674462,,
,48,1.621,161.3,81.12,20.12,673.8,14.5,4.03180914512923,,
,,1.587,166.2,81.34,21.34,674.5,16.31,3.8116213683224,,
,,1.53,189.2,82.56,21.56,675.1,15.57,3.82931354359926,,
,,1.709,145.5,83.78,20.78,675.4,13.93,4.03176130895091,,
,,1.696,135.1,81.9,20.9,676.3,13.97,3.91866028708134,,
,,1.755,119.4,82.02,21.02,675.9,14.73,3.90199809705043,,
,,1.786,124.8,82.14,22.14,675.8,13.74,3.710027100271,,
,,1.772,116.5,82.26,21.26,677.5,13.94,3.8692380056444,,
,,1.799,126.7,83.38,22.38,677.4,14.5,3.72564789991063,,
,,1.762,158.3,82.5,21.5,677.1,14.33,3.83720930232558,,
,,1.793,164.6,83.62,22.62,675.4,15.12,3.69672855879752,,
,,1.531,177.9,82.74,21.74,676.9,15.18,3.80588776448942,,
,,1.56,166.2,83.86,21.86,675.4,15.12,3.83623055809698,,
,,1.636,145.3,82.98,21.98,675.2,15.28,3.77525022747953,,
,,1.761,170.0,83.0,21.0,675.1,14.82,3.95238095238095,,
,,1.656,135.1,82.12,21.12,673.5,13.94,3.88825757575758,,
,,1.75,119.4,82.24,22.24,673.8,13.38,3.6978417266187,,
,,1.709,124.5,83.36,22.36,675.6,13.67,3.72808586762075,,
,,1.598,124.8,82.48,22.48,675.9,14.38,3.66903914590747,,
,,1.799,125.7,81.6,22.6,676.9,13.67,3.61061946902655,,
,49,3.128,212.7,84.12,43.12,600.0,4.132,1.95083487940631,,
,,3.207,250.2,84.23,43.34,596.5,3.746,1.94347023534841,,
,,3.179,228.9,84.34,44.56,593.7,3.751,1.8927289048474,,
,,3.193,296.0,84.45,43.78,598.3,4.028,1.92896299680219,,
,,3.169,212.7,84.56,43.9,599.6,4.419,1.92619589977221,,
,,3.174,296.1,84.67,44.02,604.8,4.582,1.9234438891413,,
,,3.198,258.7,84.78,44.14,610.1,4.479,1.92070684186679,,
,,3.211,261.4,84.89,45.26,605.9,4.795,1.87560760053027,,
,,3.182,273.8,85.9,45.38,602.3,4.451,1.89290436315558,,
,,3.152,276.3,85.91,44.5,598.8,3.904,1.93056179775281,,
,,3.112,249.2,85.92,44.62,595.2,3.954,1.92559390407889,,
,,3.115,238.0,84.93,44.74,602.9,3.974,1.89830129637908,,
,,3.141,219.2,84.94,44.86,604.8,3.966,1.89344627730718,,
,,3.18,237.7,84.95,44.98,606.8,4.015,1.88861716318364,,
,,3.1479,216.7,84.96,45.0,608.8,4.242,1.888,,
,,3.176,206.7,84.97,44.12,613.0,4.442,1.92588395285585,,
,,3.139,250.3,85.0,44.24,617.4,3.752,1.92133815551537,,
,,3.161,244.9,85.01,45.36,619.5,3.787,1.87411816578483,,
,,3.19,232.7,84.02,44.48,621.5,3.856,1.88893884892086,,
,,3.198,242.0,85.03,45.6,625.0,4.11,1.86469298245614,,
,50,2.815,153.8,89.09,27.21,659.2,4.776,3.27416391032709,,
,,2.769,156.3,88.76,27.37,661.6,4.84,3.24296675191816,,
,,2.826,137.6,89.27,27.09,664.1,4.984,3.2953119232189,,
,,2.821,141.7,89.15,27.42,667.7,4.795,3.25127644055434,,
,,2.862,128.2,89.58,27.58,672.7,4.463,3.24800580130529,,
,,2.871,133.7,89.55,27.36,659.5,4.588,3.27302631578947,,
,,2.87,144.0,89.39,27.68,658.6,4.83,3.22940751445087,,
,,2.878,140.7,89.15,27.57,658.4,5.232,3.23358723249909,,
,,2.851,128.2,88.76,27.96,658.0,5.285,3.17453505007153,,
,,2.806,131.7,89.0,27.47,657.3,5.596,3.2398980706225,,
,,2.775,155.8,89.27,27.2,656.2,6.092,3.28198529411765,,
,,2.679,164.4,89.81,27.64,658.7,5.625,3.24927641099855,,
,,2.71,150.4,89.21,27.79,657.7,5.285,3.21014753508456,,
,,2.718,158.9,89.51,27.52,658.2,5.095,3.25254360465116,,
,,2.776,152.6,89.54,27.15,660.5,5.251,3.29797421731123,,
,,2.826,131.7,89.48,27.36,664.2,5.5,3.27046783625731,,
,,2.821,145.5,89.24,27.37,657.3,5.283,3.26050420168067,,
,,2.863,171.2,89.03,27.63,657.6,4.58,3.22222222222222,,
,,2.768,156.3,89.15,27.47,657.3,4.848,3.24535857298871,,
,,2.815,157.4,89.39,27.33,658.7,5.276,3.27076472740578,,
,51,1.697,236.1,107.2,40.23,712.2,5.852,2.66467810091971,,
,,1.687,176.7,106.5,40.42,713.8,5.731,2.63483424047501,,
,,1.659,184.4,106.7,40.29,712.0,6.313,2.64829982625962,,
,,1.642,207.0,106.6,40.49,714.0,5.85,2.63274882687083,,
,,1.643,233.0,106.8,40.14,714.6,5.335,2.66068759342302,,
,,1.624,206.7,106.9,40.3,712.7,4.934,2.65260545905707,,
,,1.657,220.1,107.0,40.47,711.6,5.542,2.64393377810724,,
,,1.642,173.5,107.2,40.56,709.9,4.98,2.64299802761341,,
,,1.661,216.7,107.1,40.22,708.3,4.559,2.66285430134262,,
,,1.681,207.5,107.0,40.14,709.7,5.345,2.66567015445939,,
,,1.696,228.7,107.5,40.56,713.4,5.558,2.65039447731755,,
,,1.701,198.2,107.2,40.14,717.5,5.74,2.67065271549576,,
,,1.697,184.4,107.4,40.48,716.1,5.531,2.65316205533597,,
,,1.684,229.7,107.5,40.22,715.5,5.944,2.67279960218797,,
,,1.665,262.2,106.6,40.31,712.2,6.284,2.6445050855867,,
,,1.651,193.6,106.7,40.35,707.3,5.774,2.64436183395291,,
,,1.659,206.7,107.0,40.19,708.3,5.511,2.66235381935805,,
,,1.701,174.1,107.1,40.49,713.4,5.343,2.64509755495184,,
,,1.716,182.1,106.9,40.26,715.7,5.878,2.65524093392946,,
,,1.698,198.2,107.3,40.06,712.2,6.07,2.67848227658512,,
,52,1.392,168.55,80.63,25.09,678.5,8.252,3.21363092865684,,
,,1.384,163.16,80.43,24.96,688.5,7.137,3.22235576923077,,
,,1.379,164.97,80.28,25.26,662.1,6.896,3.17814726840855,,
,,1.372,168.55,80.76,25.66,722.0,7.294,3.1473109898675,,
,,1.347,163.52,80.96,25.54,661.2,7.67,3.16992952231793,,
,,1.367,169.16,80.36,25.32,728.5,8.735,3.173775671406,,
,,1.34,187.28,80.65,25.25,728.4,8.807,3.19405940594059,,
,,1.324,189.7,80.95,25.3,729.7,7.148,3.199604743083,,
,,1.333,170.04,80.24,25.3,720.7,7.292,3.17154150197628,,
,,1.357,175.71,80.59,25.25,695.2,8.051,3.19168316831683,,
,,1.39,185.97,80.83,25.42,767.5,7.143,3.17977970102282,,
,,1.348,164.97,80.57,25.61,745.2,8.635,3.14603670441234,,
,,1.36,199.2,80.77,26.02,729.7,9.303,3.10415065334358,,
,,1.341,199.0,80.2,25.45,767.5,9.072,3.15127701375246,,
,,1.344,182.16,80.99,25.43,693.2,7.916,3.18482107746756,,
,,1.355,168.55,81.0,25.61,693.4,8.175,3.16282702069504,,
,,1.391,170.04,80.41,25.81,728.4,8.735,3.1154591243704,,
,,1.378,155.19,80.63,26.01,768.3,9.386,3.09996155324875,,
,,1.384,157.01,80.24,25.21,767.6,9.428,3.18286394287981,,
,,1.392,169.16,80.36,25.42,730.3,9.398,3.16129032258064,,
,53,1.991,262.2,88.54,24.71,618.5,5.365,3.58316471064346,,
,,2.012,265.1,88.38,25.13,619.2,5.084,3.51691205730203,,
,,2.036,286.5,88.25,24.81,623.5,5.099,3.55703345425232,,
,,2.031,294.3,88.28,25.0,626.6,4.993,3.5312,,
,,2.077,272.6,88.36,24.82,621.1,5.314,3.56003223207091,,
,,2.074,265.1,88.21,25.39,623.0,5.298,3.47420244190626,,
,,2.056,262.2,88.33,25.7,626.6,5.246,3.43696498054475,,
,,2.018,271.9,88.85,25.03,625.0,5.335,3.54974031162605,,
,,2.043,291.3,88.01,25.44,623.8,5.252,3.45951257861635,,
,,2.019,275.6,88.36,25.6,618.5,5.365,3.4515625,,
,,2.036,272.4,88.66,25.52,619.7,5.33,3.47413793103448,,
,,1.994,272.6,88.51,25.11,613.9,5.148,3.52489048187973,,
,,1.861,275.8,88.69,25.27,619.3,5.173,3.50969529085873,,
,,1.895,265.1,88.27,24.68,620.8,5.157,3.57658022690438,,
,,1.92,262.2,88.69,25.69,620.3,5.059,3.45231607629428,,
,,2.059,269.9,88.62,25.28,621.3,5.027,3.50553797468354,,
,,2.076,275.6,88.55,25.54,620.4,5.106,3.46711041503524,,
,,2.082,303.2,88.06,25.52,619.0,5.118,3.45062695924765,,
,,2.069,298.4,88.67,25.44,619.7,5.026,3.48545597484277,,
,,2.082,284.0,88.59,25.6,618.5,5.093,3.460546875,,
,54,2.185,152.0,87.67,41.6,644.2,7.508,2.10745192307692,,
,,2.183,157.4,87.63,41.3,641.5,7.787,2.12179176755448,,
,,2.182,179.3,87.25,41.41,646.8,7.447,2.10697899058199,,
,,2.126,158.4,87.06,41.19,646.3,7.14,2.11361981063365,,
,,2.1,152.0,87.65,40.81,643.3,7.154,2.14775790247488,,
,,2.169,186.3,87.99,41.0,644.2,7.931,2.14609756097561,,
,,2.187,189.8,87.53,40.89,641.2,7.914,2.14062117877232,,
,,2.171,189.8,87.38,40.41,640.6,7.557,2.16233605543182,,
,,2.151,167.5,87.06,41.21,648.9,7.306,2.1125940305751,,
,,2.146,171.6,87.114,40.84,649.9,8.098,2.13305582761998,,
,,2.155,175.9,87.33,40.81,650.1,7.432,2.1399166870865,,
,,2.158,176.3,87.88,41.37,645.8,7.111,2.12424462170655,,
,,2.178,172.8,87.54,40.55,644.5,7.577,2.15881627620222,,
,,2.185,160.3,87.47,41.0,645.8,7.941,2.13341463414634,,
,,2.193,161.2,87.39,41.11,651.9,8.426,2.12576015567988,,
,,2.189,156.13,87.01,41.33,657.3,8.806,2.10525042342124,,
,,2.185,166.9,87.53,40.55,657.7,7.931,2.15856966707768,,
,,2.159,209.0,87.61,40.49,641.2,8.534,2.16374413435416,,
,,2.171,189.8,87.63,40.78,642.5,7.264,2.14884747425208,,
,,2.182,193.9,87.77,41.1,644.5,7.239,2.13552311435523,,
,55,2.389,191.9,93.62,54.0,722.1,6.393,1.7337037037037,,
,,2.235,191.98,93.92,53.85,713.1,6.873,1.74410399257196,,
,,2.329,213.6,94.23,53.75,722.2,7.013,1.75311627906977,,
,,2.317,182.41,93.77,53.61,721.5,6.632,1.74911397127402,,
,,2.381,178.65,94.21,52.87,723.5,7.013,1.78191791185928,,
,,2.389,178.22,97.91,53.29,725.5,5.932,1.83730531056483,,
,,2.392,172.26,93.77,52.98,716.1,5.512,1.76991317478294,,
,,2.384,170.59,93.64,52.74,714.1,5.339,1.77550246492226,,
,,2.358,170.29,93.79,52.89,721.5,5.359,1.77330308186803,,
,,2.369,177.62,93.94,53.48,718.6,6.125,1.7565445026178,,
,,2.34,180.5,94.78,53.61,717.3,6.001,1.76795373997389,,
,,2.405,186.46,94.46,53.63,711.0,5.81,1.76132761514078,,
,,2.395,178.22,94.51,53.49,711.7,6.528,1.76687231258179,,
,,2.369,178.68,93.56,53.93,717.2,5.66,1.73484146115335,,
,,2.1,180.38,94.33,53.8,720.0,5.577,1.75334572490706,,
,,2.317,182.41,94.24,53.49,725.2,5.704,1.76182464011965,,
,,2.381,192.0,94.7,53.97,727.1,5.056,1.75467852510654,,
,,2.401,193.56,94.09,53.38,725.4,5.151,1.76264518546272,,
,,2.378,178.47,93.39,53.64,721.8,5.919,1.7410514541387,,
,,2.34,205.85,93.54,54.22,721.1,6.39,1.72519365547768,,
,56,2.056,175.5,85.14,24.98,753.8,6.93,3.40832666132906,,
,,2.067,175.9,85.88,24.59,750.3,6.755,3.49247661651078,,
,,2.055,176.9,86.06,24.65,746.0,6.762,3.49127789046653,,
,,1.979,190.3,86.14,24.58,747.0,6.629,3.50447518307567,,
,,2.016,174.0,85.87,24.78,748.6,6.747,3.46529459241324,,
,,2.028,169.7,85.69,24.76,751.1,6.66,3.4608239095315,,
,,2.041,172.5,86.3,24.96,753.7,6.624,3.45753205128205,,
,,2.051,172.6,86.85,25.16,755.6,6.747,3.45190779014308,,
,,2.028,176.8,86.13,24.97,752.4,6.8,3.44933920704846,,
,,2.008,171.2,86.49,24.75,749.7,6.841,3.49454545454545,,
,,1.948,178.6,86.32,25.56,749.4,6.724,3.37715179968701,,
,,2.02,172.6,85.52,25.4,748.7,6.488,3.36692913385827,,
,,1.983,169.7,85.96,25.2,747.0,6.307,3.41111111111111,,
,,1.978,185.8,86.23,25.01,746.0,6.298,3.44782087165134,,
,,2.032,184.9,86.59,24.78,748.4,6.503,3.49435028248588,,
,,2.059,170.1,85.81,24.82,750.5,6.744,3.45729250604351,,
,,2.02,175.9,85.72,25.01,753.1,6.89,3.42742902838864,,
,,2.024,175.5,86.55,25.16,754.4,6.986,3.43998410174881,,
,,2.054,176.9,86.88,24.82,753.8,6.922,3.50040290088638,,
,,2.062,170.1,86.16,24.98,748.4,6.878,3.44915932746197,,
,57,3.796,168.2,84.89,37.3,713.2,4.503,2.27587131367292,,
,,3.867,179.7,84.64,37.42,713.1,4.482,2.2618920363442,,
,,3.72,172.5,85.04,37.38,708.3,5.018,2.27501337613697,,
,,3.589,182.9,85.33,36.97,713.1,5.091,2.30808763862591,,
,,3.793,175.4,85.09,37.12,712.1,5.257,2.29229525862069,,
,,3.867,184.7,85.21,37.4,718.7,5.299,2.2783422459893,,
,,3.789,193.0,85.12,37.19,712.1,5.195,2.28878730841624,,
,,3.796,203.2,85.53,36.74,713.1,5.364,2.3279804028307,,
,,3.812,185.2,85.66,37.19,714.6,5.318,2.30330734068298,,
,,3.85,193.0,85.23,37.08,716.9,5.331,2.29854368932039,,
,,3.867,179.7,85.76,37.31,714.8,5.389,2.29857946931118,,
,,3.793,184.4,85.4,36.86,713.1,5.612,2.316874660879,,
,,3.699,172.5,85.23,37.04,713.8,5.688,2.30102591792657,,
,,3.589,205.5,85.47,37.34,713.1,5.861,2.28896625602571,,
,,3.5,211.8,85.04,37.01,710.6,5.569,2.2977573628749,,
,,3.483,178.6,85.27,37.1,717.8,5.789,2.29838274932615,,
,,3.381,169.0,85.41,37.27,718.7,5.432,2.29165548698685,,
,,3.24,197.1,85.47,37.17,712.1,5.549,2.29943502824859,,
,,3.33,185.2,85.13,37.01,713.1,5.331,2.30018913807079,,
,,3.483,172.0,85.09,37.12,709.9,5.091,2.29229525862069,,
,58,2.513,225.7,103.5,25.53,630.8,5.07,4.05405405405405,,
,,2.469,195.9,103.8,24.93,631.5,5.358,4.16365824308063,,
,,2.535,216.9,103.4,25.11,630.0,5.366,4.1178813221824,,
,,2.58,189.0,103.2,25.36,629.7,5.07,4.06940063091483,,
,,2.585,173.9,103.8,26.21,631.2,6.003,3.96032048836322,,
,,2.576,169.7,103.7,24.93,632.5,6.397,4.15964701163257,,
,,2.478,187.6,103.2,24.89,634.1,6.346,4.1462434712736,,
,,2.505,184.6,103.8,25.76,635.8,6.126,4.02950310559006,,
,,2.511,170.3,102.9,25.53,636.1,6.003,4.03055229142186,,
,,2.494,187.6,103.6,25.18,635.1,5.889,4.1143764892772,,
,,2.515,185.6,103.1,24.93,630.8,5.843,4.13557962294424,,
,,2.502,178.4,103.4,25.03,632.9,6.138,4.13104274870156,,
,,2.535,180.4,103.5,25.56,632.8,5.843,4.04929577464789,,
