Unnamed: 0,Num.,Height（ um）,Roughness （nm）,Length,Wideth,Adhesion (pN),Elastic modulus,Aspect Ratio
,,2.286,73.74,111.5,27.65,492.2,2.492,4.032549728752261
,,2.348,69.4,111.4,27.52,492.7,2.49,4.04796511627907
,,2.334,82.24,111.8,26.86,503.6,2.361,4.162323157110945
,,2.374,119.0,112.1,27.44,497.5,2.589,4.085276967930029
,,2.403,110.1,112.2,27.74,495.0,2.809,4.044700793078587
,,2.424,154.2,111.8,27.47,500.3,2.196,4.069894430287587
,,2.454,142.1,111.6,27.18,507.7,2.251,4.105960264900662
,,2.436,145.8,111.5,27.84,507.2,2.439,4.005028735632184
,,2.395,142.1,111.2,28.1,495.0,2.477,3.95729537366548
,,2.366,183.8,111.3,27.94,494.9,2.421,3.9835361488904795
,,2.403,153.7,111.2,27.89,487.5,2.365,3.987092147723198
,,2.374,150.8,111.6,28.25,494.8,2.265,3.950442477876106
,,2.334,148.7,111.9,27.84,497.2,2.468,4.019396551724138
,,2.27,150.8,111.2,28.08,498.6,2.163,3.9601139601139606
,42,2.019,71.9,83.27,25.8,488.9,3.686,3.227519379844961
,,2.029,70.52,82.87,26.13,493.7,3.603,3.1714504401071566
,,2.023,73.58,82.73,26.18,491.7,3.693,3.160045836516425
,,2.004,83.98,83.0,26.33,490.9,3.658,3.1522977592100268
,,2.016,74.59,83.27,26.16,494.9,3.686,3.183103975535168
,,2.019,75.2,83.41,26.0,490.8,3.352,3.208076923076923
,,2.001,102.4,82.46,25.93,495.0,3.791,3.180100269957578
,,1.937,81.17,83.0,25.89,495.4,3.603,3.205870992661259
,,2.002,81.93,83.14,25.73,495.3,3.663,3.231247570928877
,,2.001,93.17,83.22,26.29,510.2,3.799,3.1654621529098517
,,1.988,81.81,83.28,25.91,496.2,3.69,3.214203010420687
,,1.972,73.14,82.46,26.32,500.3,3.662,3.132978723404255
,,2.001,83.51,82.33,26.56,504.9,3.46,3.0997740963855422
,,1.992,73.57,82.6,26.14,505.6,3.509,3.1599081866870695
,,1.996,74.59,83.0,26.0,518.2,3.752,3.1923076923076925
,,2.018,139.9,82.66,25.74,512.7,3.463,3.2113442113442114
,,1.978,133.2,82.74,25.98,494.8,3.528,3.1847575057736717
,,1.968,148.1,83.01,26.29,497.3,3.352,3.1574743248383417
,,1.995,135.0,82.94,26.56,496.9,3.473,3.1227409638554215
,,2.029,109.8,92.2,26.42,493.2,3.495,3.489780469341408
,43,2.024,145.6,108.2,36.48,404.0,3.511,2.966008771929825
,,1.002,180.8,107.9,36.26,402.3,3.543,2.9757308328736904
,,1.971,175.5,107.4,36.2,399.9,3.514,2.9668508287292816
,,1.965,148.8,107.8,36.15,403.9,3.492,2.9820193637621024
,,1.99,111.8,108.0,36.68,400.4,3.539,2.9443838604143946
,,1.996,112.9,108.2,36.31,399.3,3.655,2.9798953456348114
,,2.025,115.8,107.7,36.44,398.0,3.425,2.9555433589462132
,,1.958,143.7,107.9,36.13,398.9,3.475,2.9864378632715196
,,1.967,153.8,107.7,36.68,403.9,3.539,2.9362050163576883
,,1.934,140.5,107.5,36.74,405.8,3.587,2.9259662493195426
,,1.987,119.5,107.7,36.44,413.3,3.442,2.9555433589462132
,,2.005,169.9,108.1,36.55,408.7,3.276,2.957592339261286
,,2.012,150.6,108.5,36.47,398.3,3.607,2.9750479846449136
,,2.016,169.9,108.1,36.09,396.2,3.511,2.995289553893045
,,2.024,140.1,107.4,36.78,395.0,3.537,2.9200652528548123
,,2.012,131.2,107.8,36.42,394.6,3.373,2.959912136188907
,,1.984,158.1,107.9,36.54,393.5,3.327,2.9529282977558844
,,1.963,168.1,107.8,36.91,394.1,3.362,2.9206177187753997
,,2.001,158.1,108.6,36.75,397.3,3.395,2.9551020408163264
,,2.004,157.5,107.5,36.6,396.3,3.388,2.9371584699453552
,44,2.235,76.4,82.59,19.24,493.3,2.683,4.292619542619543
,,2.209,72.45,83.61,19.38,493.1,2.574,4.314241486068112
,,2.238,70.32,83.59,18.87,494.8,2.547,4.429782723900371
,,2.307,65.97,83.37,19.12,493.9,2.437,4.360355648535565
,,2.306,67.85,83.1,18.97,493.6,2.571,4.380600948866632
,,2.318,76.91,83.27,19.18,494.4,2.764,4.3415015641293015
,,2.345,83.11,83.45,19.0,492.7,2.171,4.3921052631578945
,,2.325,80.73,83.27,19.03,492.2,2.079,4.375722543352601
,,2.277,77.21,82.76,19.0,492.0,2.279,4.355789473684211
,,2.281,73.96,82.5,19.06,492.3,2.383,4.3284365162644285
,,2.27,74.82,83.36,18.74,494.5,2.613,4.448239060832444
,,2.259,70.24,83.02,19.03,492.9,2.356,4.3625853914871255
,,2.209,80.61,83.1,19.18,492.1,2.557,4.332638164754953
,,2.164,74.32,83.53,18.71,491.7,2.435,4.464457509353287
,,2.238,72.55,83.62,19.54,490.3,2.617,4.2794268167860805
,,2.233,75.59,83.19,19.25,496.0,2.493,4.321558441558442
,,2.306,70.32,82.76,18.85,493.9,2.251,4.390450928381963
,,2.323,67.91,83.12,19.11,493.3,2.17,4.3495552066980645
,,2.234,65.97,83.28,19.41,494.9,2.079,4.290571870170015
,,2.342,68.78,83.7,18.73,495.2,2.279,4.468766684463428
,45,1.918,106.2,77.1,19.61,491.0,2.034,3.9316675165731767
,,1.927,118.2,77.05,19.03,496.5,1.776,4.048870204939568
,,1.934,128.1,77.44,19.63,496.7,1.696,3.9449821701477332
,,1.94,104.8,77.46,19.61,501.8,1.828,3.950025497195308
,,1.86,94.2,77.49,19.22,505.1,2.14,4.031737773152965
,,1.852,95.8,77.58,19.03,497.2,2.002,4.076720966894377
,,1.847,106.2,77.42,19.22,496.9,1.965,4.028095733610822
,,1.836,128.2,77.32,19.42,495.1,1.977,3.981462409886714
,,1.886,93.1,77.65,19.04,493.3,1.956,4.078256302521009
,,1.931,94.7,77.42,19.23,488.4,2.198,4.026001040041602
,,1.946,93.8,77.16,19.43,491.4,2.089,3.971178589809573
,,1.996,120.4,77.45,19.18,490.0,1.776,4.038060479666319
,,1.967,137.8,78.01,19.61,490.9,1.713,3.9780724120346767
,,2.002,120.4,77.99,19.81,485.1,1.745,3.9369005552751135
,,2.021,101.3,77.43,19.62,485.9,1.678,3.946483180428135
,,2.035,90.6,77.75,19.61,486.8,1.755,3.964813870474248
,,2.06,137.2,78.0,19.03,489.2,1.794,4.098791382028376
,,2.009,149.6,77.52,19.22,493.4,1.836,4.0332986472424555
,,1.964,118.2,77.38,19.23,497.8,1.899,4.023920956838273
,,1.87,111.6,77.2,19.24,497.1,1.857,4.012474012474013
,46,1.611,165.0,111.8,30.77,392.7,3.839,3.633409164770881
,,1.643,156.6,111.4,29.96,392.2,3.914,3.718291054739653
,,1.66,157.5,111.6,30.24,395.5,3.844,3.6904761904761907
,,1.656,159.7,111.2,30.23,394.5,3.806,3.6784651008931526
,,1.643,148.9,111.7,30.05,396.9,3.792,3.7171381031613975
,,1.579,169.9,111.0,29.7,395.1,3.756,3.7373737373737375
,,1.547,149.1,111.4,30.14,395.4,3.74,3.6960849369608493
,,1.593,151.4,111.2,30.6,389.8,3.686,3.633986928104575
,,1.536,134.5,111.3,30.62,399.3,3.657,3.6348791639451337
,,1.584,153.9,111.7,30.28,405.1,3.837,3.6889035667107
,,1.621,130.5,111.0,30.34,400.7,3.568,3.658536585365854
,,1.579,162.3,111.5,29.88,397.5,3.7,3.7315930388219547
,,1.502,159.8,111.2,29.72,394.4,3.778,3.7415881561238225
,,1.503,149.1,111.3,29.99,394.9,3.714,3.711237079026342
,,1.429,151.4,110.8,30.18,393.5,3.58,3.671305500331345
,,1.362,166.6,111.5,30.52,399.1,3.613,3.6533420707732636
,,1.422,148.5,111.3,30.02,399.0,3.589,3.707528314457029
,,1.476,123.2,110.5,29.77,394.3,3.694,3.7117903930131004
,,1.522,134.2,110.8,29.75,394.6,3.72,3.7243697478991598
,,1.606,122.0,111.2,30.23,399.2,3.875,3.6784651008931526
,47,2.076,159.8,92.22,19.86,467.3,2.43,4.643504531722054
,,2.208,144.2,93.0,19.88,468.5,2.102,4.678068410462777
,,2.211,128.8,92.3,19.51,469.1,2.62,4.730907227063044
,,2.19,128.5,92.8,19.39,469.7,2.418,4.785972150593089
,,2.18,152.8,93.12,19.26,465.7,2.131,4.834890965732087
,,2.152,130.8,92.75,19.03,463.6,2.708,4.8738833420914345
,,2.041,103.7,92.62,19.38,461.2,2.823,4.779153766769866
,,2.091,95.43,92.53,19.27,464.5,2.951,4.80176440062273
,,2.178,145.8,92.65,19.43,467.8,3.02,4.7683993823983535
,,2.154,136.2,92.61,19.59,468.8,2.335,4.727411944869831
,,2.19,117.4,92.76,19.75,468.5,2.046,4.696708860759494
,,2.192,128.5,92.92,19.18,462.5,2.843,4.844629822732013
,,2.163,134.8,92.67,19.4,459.8,2.617,4.776804123711341
,,2.182,128.8,92.42,19.43,456.3,3.133,4.756562017498713
,,2.15,102.9,92.88,19.34,466.6,3.042,4.802481902792141
,,2.162,101.9,92.9,19.7,463.3,2.781,4.715736040609137
,,2.128,110.7,92.93,19.86,463.8,2.814,4.679254783484391
,,2.198,118.9,93.0,19.8,459.8,2.086,4.696969696969697
,,2.199,130.8,93.16,19.75,467.9,2.182,4.716962025316455
,,2.211,128.5,93.08,19.48,463.4,1.917,4.7782340862423
,48,2.323,75.59,83.0,19.83,468.9,1.887,4.185577407967726
,,2.25,79.7,82.56,20.0,474.4,2.152,4.128
,,2.198,99.04,83.2,20.13,477.6,1.857,4.133134624937904
,,2.136,87.05,82.92,19.44,480.3,2.097,4.265432098765432
,,1.142,105.6,82.7,19.86,484.9,1.968,4.164149043303122
,,2.138,96.96,83.12,19.68,468.0,2.334,4.223577235772358
,,2.18,93.17,83.25,20.1,468.3,2.059,4.141791044776119
,,2.197,94.07,83.37,19.4,466.2,2.696,4.297422680412372
,,2.284,108.6,83.24,19.48,470.6,2.097,4.273100616016427
,,2.297,147.8,83.51,19.81,466.2,2.634,4.215547703180213
,,2.323,110.6,83.52,19.67,468.7,2.298,4.246059989832231
,,2.318,86.24,83.65,19.26,467.4,2.24,4.343198338525442
,,2.332,96.16,83.72,19.13,468.7,2.193,4.376372190277052
,,2.33,82.73,83.87,19.47,466.8,2.215,4.307652799178223
,,2.338,89.72,83.64,19.83,468.5,2.328,4.2178517397882
,,2.309,107.2,83.37,19.42,468.3,2.162,4.292996910401648
,,2.32,99.47,83.35,19.28,468.4,2.068,4.323132780082987
,,2.354,87.05,83.34,19.27,470.9,2.658,4.324857291126103
,,2.3,90.75,83.89,19.67,479.2,2.334,4.264870360955769
,,2.297,108.6,84.0,19.96,485.2,2.003,4.208416833667335
,49,2.253,96.22,97.95,18.33,398.6,3.643,5.343698854337153
,,2.36,90.76,97.18,18.9,402.5,3.723,5.1417989417989425
,,2.379,85.87,97.26,18.37,402.9,3.075,5.294501905280349
,,2.375,88.72,97.4,18.84,404.8,3.185,5.169851380042463
,,2.396,95.47,97.89,18.7,399.2,2.258,5.234759358288771
,,2.431,93.87,97.97,18.26,398.1,2.736,5.365279299014238
,,2.439,101.7,98.05,18.26,396.5,2.845,5.369660460021906
,,2.436,138.1,97.72,18.79,395.4,2.987,5.200638637573177
,,2.425,135.0,98.28,18.56,395.8,3.55,5.295258620689656
,,2.397,96.45,97.98,18.7,398.4,3.95,5.23957219251337
,,2.436,85.78,97.92,18.5,403.5,2.646,5.292972972972973
,,2.405,86.0,97.38,18.48,401.8,3.185,5.269480519480519
,,2.395,91.85,97.48,18.56,408.0,3.075,5.252155172413794
,,2.316,100.1,97.56,18.43,400.5,3.273,5.293543136190993
,,2.309,90.76,97.8,18.19,398.4,3.097,5.376580538757558
,,2.283,92.71,97.75,18.77,394.4,2.545,5.2077783697389455
,,2.355,91.22,97.91,18.62,396.8,2.6,5.258324382384532
,,2.399,120.0,97.89,18.54,398.0,2.963,5.2799352750809065
,,2.416,107.8,97.42,18.33,403.5,3.02,5.314784506273869
,,2.436,88.62,97.65,18.42,397.3,2.909,5.301302931596091
,50,2.158,128.4,98.48,24.64,463.7,3.572,3.9967532467532467
,,2.155,142.2,98.63,25.54,465.2,3.328,3.8617854346123726
,,2.11,119.7,98.69,24.32,472.5,3.323,4.057976973684211
,,2.083,139.1,98.77,24.27,461.0,3.59,4.069633292130201
,,2.04,169.2,98.29,24.62,459.4,3.383,3.9922826969943137
,,2.009,139.3,98.83,24.42,462.0,3.309,4.0470925470925465
,,1.877,144.4,98.48,24.0,467.4,3.792,4.1033333333333335
,,1.977,158.6,98.89,24.23,469.2,3.883,4.081304168386298
,,2.062,178.6,98.34,24.67,462.7,3.87,3.986218078638022
,,2.137,149.4,98.96,24.08,459.4,3.948,4.1096345514950166
,,2.155,162.2,98.68,24.35,462.4,3.328,4.052566735112936
,,2.158,128.4,98.82,24.5,460.2,3.997,4.033469387755102
,,2.111,163.3,98.55,24.45,465.2,3.779,4.030674846625767
,,2.124,138.9,98.2,24.41,463.3,3.792,4.0229414174518645
,,2.098,159.5,98.34,24.5,462.4,3.572,4.013877551020408
,,2.08,139.1,98.67,24.38,460.4,3.792,4.047169811320755
,,2.061,140.2,98.07,24.54,465.0,3.703,3.9963325183374083
,,2.03,134.1,98.76,24.35,460.0,3.948,4.055852156057495
,,1.996,139.3,98.69,24.24,460.2,3.82,4.071369636963697
,,2.08,126.8,98.55,24.32,465.2,3.79,4.052220394736842
,51,1.67,106.4,88.28,31.17,496.6,1.994,2.8322104587744623
,,1.672,118.6,88.44,31.45,495.7,1.867,2.8120826709062
,,1.664,129.3,88.71,31.18,496.0,1.782,2.8450930083386785
,,1.653,127.9,88.86,31.04,500.4,1.765,2.862757731958763
,,1.633,105.2,88.95,31.58,501.2,2.088,2.8166561114629514
,,1.672,98.0,88.43,31.34,499.3,1.911,2.82163369495852
,,1.67,109.5,88.41,31.47,496.5,1.803,2.809342230695901
,,1.685,106.7,88.66,31.06,496.5,2.032,2.854475209272376
,,1.68,81.7,88.61,31.35,492.8,2.224,2.826475279106858
,,1.689,79.2,88.4,31.22,493.3,2.29,2.8315182575272266
,,1.668,69.7,88.27,34.07,492.6,2.186,2.5908423833284413
,,1.664,82.6,88.42,31.28,495.7,2.015,2.826726342710997
,,1.667,105.9,88.84,31.68,497.4,1.698,2.8042929292929295
,,1.669,107.8,88.57,31.43,501.6,1.782,2.8180082723512565
,,1.648,111.3,88.44,31.05,498.0,2.015,2.8483091787439614
,,1.652,105.2,88.46,31.3,495.5,1.867,2.8261980830670925
,,1.642,95.9,88.84,31.4,496.6,1.564,2.829299363057325
,,1.66,125.7,88.69,31.04,495.8,1.662,2.8572809278350517
,,1.663,130.2,88.55,31.31,497.2,1.551,2.8281699137655703
,,1.647,129.3,88.29,31.17,504.1,1.868,2.832531280076997
,52,2.458,138.0,86.44,22.34,440.0,4.853,3.8692927484333035
,,2.459,137.7,86.31,22.1,437.4,4.76,3.9054298642533936
,,2.434,135.7,86.32,22.37,439.4,4.681,3.858739383102369
,,2.407,98.4,86.59,22.12,440.8,4.583,3.9145569620253164
,,2.409,111.8,86.59,22.1,441.7,4.662,3.918099547511312
,,2.458,110.0,86.34,22.12,443.5,4.508,3.903254972875226
,,2.443,102.8,86.21,22.24,436.8,4.697,3.8763489208633093
,,2.42,128.3,86.32,22.49,439.7,4.747,3.838150289017341
,,2.348,126.1,86.33,22.01,438.5,4.725,3.922308041799182
,,2.249,110.0,86.45,22.12,436.1,4.945,3.9082278481012658
,,2.385,131.4,86.75,22.12,448.5,4.644,3.921790235081374
,,2.42,127.8,86.6,22.22,434.4,4.573,3.897389738973897
,,2.384,125.9,86.47,22.2,435.5,4.539,3.895045045045045
,,2.376,132.0,86.36,22.37,435.9,4.85,3.8605274921770225
,,2.425,123.5,86.24,22.18,439.0,4.911,3.8881875563570785
,,2.436,149.3,86.49,22.38,438.2,4.283,3.864611260053619
,,2.443,148.8,86.62,22.26,437.4,4.521,3.8912848158131177
,,2.441,98.4,86.33,22.06,440.2,4.984,3.9134179510426113
,,2.454,105.7,86.58,22.3,435.9,4.855,3.8825112107623316
,,2.444,99.6,86.45,22.4,437.0,4.67,3.8593750000000004
,53,2.019,152.3,99.32,33.68,470.3,1.577,2.9489311163895486
,,2.068,168.6,100.3,34.36,471.1,1.681,2.919091967403958
,,1.992,174.2,100.5,33.75,474.4,1.623,2.977777777777778
,,2.103,134.1,100.6,33.44,473.8,1.419,3.008373205741627
,,2.169,138.2,100.3,34.37,478.3,1.321,2.9182426534768693
,,2.167,152.1,100.0,33.73,475.5,1.362,2.9647198339756895
,,2.148,163.6,100.2,36.67,475.9,1.403,2.7324788655576766
,,2.111,150.6,99.89,34.35,470.2,1.519,2.908005822416303
,,1.982,149.5,100.2,34.01,471.3,1.5,2.946192296383417
,,1.949,146.4,100.1,34.0,469.8,1.577,2.9441176470588233
,,2.2,141.9,100.3,33.67,472.9,1.435,2.9789129789129785
,,2.097,148.0,100.4,33.74,471.0,1.334,2.975696502667457
,,2.019,138.2,100.5,34.15,471.3,1.321,2.94289897510981
,,2.169,168.2,100.1,34.0,471.5,1.419,2.9441176470588233
,,2.157,171.2,100.6,33.38,471.1,1.623,3.013780707010185
,,2.097,141.9,100.2,33.57,473.1,1.495,2.9848078641644324
,,2.04,146.6,100.4,33.74,476.1,1.337,2.975696502667457
,,2.111,156.1,99.43,34.34,477.3,1.365,2.8954571927781014
,,2.058,148.0,100.2,34.14,472.2,1.479,2.9349736379613356
,,2.148,168.6,100.6,33.94,471.7,1.439,2.9640542133176195
,54,1.44,77.2,106.2,30.22,457.7,3.076,3.5142289874255463
,,1.53,74.6,105.7,29.87,457.6,3.197,3.538667559424171
,,1.501,74.0,106.7,29.7,457.9,3.34,3.5925925925925926
,,1.469,74.16,106.2,30.13,457.1,3.038,3.5247261865250583
,,1.494,73.23,106.4,29.79,456.9,3.275,3.5716683450822426
,,1.49,77.56,105.9,29.62,457.5,2.895,3.575286968264686
,,1.481,77.88,106.3,29.53,459.6,2.879,3.5997290890619706
,,1.52,74.22,106.4,29.87,460.4,2.851,3.5621024439236693
,,1.53,87.92,106.7,29.96,459.4,2.867,3.561415220293725
,,1.561,85.35,105.9,30.04,458.5,2.919,3.5252996005326236
,,1.546,73.74,106.1,29.61,460.0,2.984,3.5832489023978384
,,1.511,71.39,106.2,29.79,458.2,3.093,3.5649546827794563
,,1.473,78.08,106.4,30.04,461.2,3.327,3.541944074567244
,,1.481,72.09,106.7,30.06,460.9,2.984,3.54956753160346
,,1.485,68.24,106.4,29.98,461.4,3.139,3.549032688458973
,,1.489,74.16,106.2,29.27,456.7,3.086,3.628288349846259
,,1.444,86.0,106.7,29.62,457.4,3.06,3.602295746117488
,,1.393,73.74,106.4,29.53,457.7,3.076,3.603115475787335
,,1.388,69.61,106.6,29.79,460.3,3.197,3.5783820073850285
,,1.445,77.2,106.8,29.87,459.6,3.34,3.5754938064948107
,55,2.1,102.9,91.79,31.4,485.4,3.747,2.9232484076433125
,,2.095,131.9,91.81,31.33,491.1,3.781,2.9304181295882543
,,2.086,129.1,91.92,31.52,491.8,3.825,2.916243654822335
,,2.062,101.7,92.05,30.95,493.1,3.856,2.974151857835218
,,2.037,106.5,92.02,30.76,491.9,3.899,2.9915474642392716
,,2.075,102.0,92.0,30.33,486.6,3.857,3.0333003626772173
,,2.086,106.2,92.11,30.58,483.5,3.61,3.012099411379987
,,2.042,101.9,92.62,30.77,483.8,3.328,3.010074748131297
,,2.101,144.3,92.82,30.39,482.5,3.341,3.054294175715696
,,2.108,129.1,92.95,30.38,481.9,3.613,3.0595786701777485
,,2.103,131.9,92.73,30.39,482.5,3.825,3.051332675222113
,,2.089,112.3,92.68,30.21,484.8,3.856,3.067858325057928
,,2.105,152.5,92.45,30.96,488.7,3.811,2.986111111111111
,,2.112,144.3,92.68,30.76,491.1,3.846,3.013003901170351
,,2.1,163.5,92.95,30.58,493.1,3.487,3.039568345323741
,,2.076,82.0,92.55,30.76,488.1,3.487,3.008777633289987
,,2.071,96.5,92.36,30.57,489.6,3.328,3.021262675825973
,,2.101,97.1,92.38,30.38,487.6,3.319,3.0408163265306123
,,2.108,100.7,92.46,30.78,482.7,3.749,3.0038986354775825
,,2.112,101.9,92.49,30.59,483.4,3.834,3.0235371036286365
,56,1.862,107.3,96.74,19.66,513.2,3.315,4.920651068158698
,,1.875,107.6,97.03,20.12,510.8,3.564,4.822564612326044
,,1.887,109.2,96.75,19.81,508.0,3.548,4.883897021706209
,,1.885,108.3,96.63,20.01,513.2,3.504,4.829085457271364
,,1.901,101.3,97.26,19.9,511.9,3.612,4.887437185929649
,,1.87,114.8,97.34,20.12,513.1,3.483,4.837972166998012
,,1.889,118.1,97.18,19.56,517.9,3.474,4.968302658486708
,,1.897,212.2,97.28,19.43,522.5,3.451,5.006690684508492
,,1.896,116.0,97.44,19.21,518.2,3.483,5.072358146798542
,,1.901,116.9,97.64,19.97,513.5,3.575,4.889334001001503
,,1.9,121.0,97.54,19.58,511.8,3.564,4.981613891726252
,,1.887,107.3,97.28,19.67,507.8,3.62,4.945602440264362
,,1.875,125.3,97.04,19.77,505.8,3.515,4.9084471421345475
,,1.853,138.0,97.24,19.87,508.0,3.506,4.893809763462506
,,1.887,108.3,97.14,19.65,507.9,3.374,4.9435114503816795
,,1.884,118.1,97.77,20.15,506.7,3.274,4.852109181141439
,,1.89,139.2,97.44,20.14,513.1,3.247,4.838133068520357
,,1.901,107.6,97.64,19.55,514.8,3.548,4.994373401534527
,,1.87,106.0,97.78,20.06,513.2,3.323,4.874376869391825
,,1.889,115.5,97.34,19.89,508.8,3.227,4.893916540975365
,57,2.239,158.0,100.4,30.07,465.6,1.762,3.3388759561024277
,,2.418,134.4,99.99,30.77,468.0,1.665,3.249593760155996
,,2.359,146.1,99.83,31.04,470.5,1.933,3.216172680412371
,,2.398,101.3,100.5,30.64,465.0,1.776,3.2800261096605743
,,2.395,92.9,100.8,30.26,475.1,1.727,3.331130204890945
,,2.396,107.0,100.3,30.81,470.1,1.7,3.2554365465757873
,,2.412,106.6,100.5,31.06,466.0,1.799,3.2356728911783645
,,2.4,103.1,100.2,30.94,464.7,1.723,3.2385261797026503
,,2.414,102.9,99.69,31.6,464.6,1.727,3.1547468354430377
,,2.394,90.1,99.55,31.62,466.1,1.665,3.148323845667299
,,2.367,99.0,99.61,30.49,474.6,1.689,3.266972777959987
,,2.361,102.6,99.77,30.21,477.7,1.567,3.3025488248924195
,,2.398,109.0,99.73,30.23,473.3,1.542,3.2990406880582204
,,2.334,102.9,100.0,30.33,472.2,1.39,3.2970656116056714
,,2.247,90.1,100.1,30.37,488.2,1.489,3.2960158050707933
,,2.351,99.4,100.4,30.52,479.5,1.542,3.2896461336828313
,,2.396,103.6,100.2,30.63,479.1,1.652,3.2713026444662097
,,2.404,96.8,100.3,30.89,470.6,1.689,3.247005503399158
,,2.414,98.0,100.5,30.99,464.7,1.762,3.2429816069699906
,,2.418,103.6,100.4,30.87,468.0,1.598,3.2523485584710077
,58,1.788,149.0,105.7,32.5,474.8,2.181,3.2523076923076926
,,1.747,195.7,104.8,32.1,480.9,2.112,3.264797507788162
,,1.743,214.0,105.1,32.12,479.0,2.172,3.272104607721046
,,1.776,187.3,105.3,32.23,482.3,2.186,3.2671424139000935
,,1.782,143.5,105.5,32.69,484.2,2.169,3.227286631997553
,,1.84,124.0,105.7,32.25,476.0,2.081,3.277519379844961
,,1.862,142.0,105.8,32.67,472.7,2.056,3.2384450566268748
,,1.887,103.8,105.4,32.39,475.1,2.0,3.254090768755789
,,1.878,118.6,105.3,32.54,472.9,2.06,3.236017209588199
,,1.907,183.9,105.5,32.56,475.5,2.027,3.24017199017199
,,1.902,200.0,105.1,32.43,478.5,2.079,3.2408263953129817
,,1.925,141.1,105.8,32.31,488.6,1.992,3.274528009904054
,,1.915,167.6,105.3,32.08,486.0,1.927,3.2824189526184537
,,1.936,156.9,106.0,31.86,491.6,1.893,3.327055869428751
,,1.934,167.6,105.8,32.67,502.7,1.901,3.2384450566268748
,,1.926,154.2,105.7,32.38,487.2,1.915,3.2643607164916615
,,1.897,141.1,105.4,32.64,486.7,1.935,3.229166666666667
,,1.915,132.8,104.9,32.54,483.0,1.922,3.223724646588814
,,1.902,156.4,105.2,32.43,476.6,1.938,3.2439099599136605
,,1.852,139.7,105.0,32.31,474.8,2.037,3.249767873723305
,59,1.444,104.1,95.0,29.44,508.6,1.722,3.2269021739130435
,,1.447,127.9,95.07,29.51,509.9,1.86,3.221619789901728
,,1.443,151.9,95.29,29.73,511.8,1.793,3.205179952909519
,,1.434,93.0,95.23,29.29,511.1,1.789,3.2512803004438378
,,1.395,173.9,95.4,29.34,509.4,1.827,3.2515337423312887
,,1.403,176.3,95.55,29.55,507.8,1.82,3.233502538071066
,,1.424,73.3,95.37,29.62,511.3,1.817,3.2197839297771775
,,1.443,140.4,95.18,29.44,511.7,1.796,3.233016304347826
,,1.444,76.2,95.04,29.25,511.2,1.786,3.2492307692307696
,,1.449,106.8,95.25,28.96,507.3,1.749,3.2890193370165743
,,1.441,98.1,95.64,29.51,507.2,1.781,3.240935276177567
,,1.424,95.7,95.57,29.45,507.5,1.733,3.2451612903225806
,,1.404,148.6,95.18,29.43,509.3,1.765,3.234114848793748
,,1.375,140.4,95.35,29.28,511.5,1.747,3.256489071038251
,,1.441,75.7,95.08,29.04,511.1,1.72,3.2741046831955924
,,1.449,112.8,95.14,28.93,509.4,1.733,3.288627722087798
,,1.447,133.3,95.35,29.54,507.3,1.749,3.227826675693974
,,1.443,154.1,95.45,29.73,508.6,1.76,3.210561722166162
,,1.416,148.6,95.37,29.2,510.6,1.774,3.266095890410959
,,1.404,123.0,95.78,29.58,508.8,1.795,3.2379986477349565
,60,2.192,70.6,76.99,38.52,526.7,2.034,1.998701973001038
,,2.176,75.6,76.97,37.66,530.2,2.046,2.043813064259161
,,2.187,84.91,76.85,37.63,529.3,2.077,2.04225352112676
,,2.163,101.9,76.73,37.78,530.2,2.061,2.0309687665431446
,,2.187,90.61,76.67,37.2,537.0,2.106,2.061021505376344
,,2.176,75.33,76.57,37.37,548.3,2.047,2.048969761841049
,,2.167,80.55,76.87,37.12,535.4,1.994,2.0708512931034484
,,2.182,84.91,76.92,37.0,537.5,1.92,2.078918918918919
,,2.142,101.6,77.05,36.88,533.5,2.002,2.089208242950108
,,2.111,90.6,76.89,37.29,525.1,2.046,2.061946902654867
,,2.07,74.89,76.86,37.29,519.7,1.864,2.0611423974255834
,,2.103,68.95,76.83,37.15,522.7,1.898,2.0681022880215343
,,2.133,59.31,76.81,37.83,527.3,1.959,2.0303991541104947
,,2.155,67.27,77.37,37.71,530.9,2.04,2.0517104216388224
,,2.168,75.33,76.78,37.27,532.0,1.959,2.0601019586799034
,,2.176,83.55,76.81,37.68,531.4,1.866,2.0384819532908707
,,2.175,80.55,76.99,37.53,526.3,1.768,2.0514255262456698
,,2.194,82.23,76.53,37.83,522.9,1.773,2.022997620935765
,,2.187,84.91,76.72,37.56,522.7,1.832,2.042598509052183
,,2.168,90.63,76.91,37.12,525.2,1.773,2.0719288793103448
,61,1.889,110.8,115.7,52.14,592.1,1.297,2.219025700038358
,,1.904,141.3,116.2,51.89,585.9,1.373,2.2393524763923685
,,1.908,114.8,115.9,52.56,590.6,1.377,2.2050989345509895
,,1.9,80.8,115.6,52.58,588.5,1.546,2.198554583491822
,,1.892,124.0,115.3,51.11,592.0,1.62,2.2559186069262376
,,1.89,141.3,115.6,51.74,604.0,1.292,2.234248163896405
,,1.874,170.8,115.7,51.28,597.8,1.25,2.2562402496099843
,,1.889,125.2,115.9,51.84,607.8,1.277,2.235725308641975
,,1.9,86.7,115.9,51.95,602.9,1.336,2.2309913378248316
,,1.905,121.2,116.5,51.7,605.5,1.267,2.253384912959381
